# CtApLight
# E:\zFAS-Jenkins\workspace\zFAS_AIT_Master_AAT\_ait\SW\0900_System\02_interfaces\CtApLight\ContractHeader\Rte_CtApLight.h
# Generated at: Tue Sep 10 2019 17:16
Rte_Receive_CtApLight_PpDiagGlobalRead_DeFSPCleared|Dt_BOOL
Rte_Receive_CtApLight_PpDiagLightRead_DeCalibration_matrix_headlamp_0x0263|Dt_RECORD_Routine_Calibration_matrix_headlamp_0x0263_Call
Rte_Receive_CtApLight_PpDiagLightRead_DeHeadlamp_left_high_beam_segment_control_test_0x81AD|Dt_RECORD_IO_Headlamp_left_high_beam_segment_control_test_0x81AD_Call
Rte_Receive_CtApLight_PpDiagLightRead_DeHeadlamp_left_low_beam_segment_control_test_0x81AF|Dt_RECORD_IO_Headlamp_left_low_beam_segment_control_test_0x81AF_Call
Rte_Receive_CtApLight_PpDiagLightRead_DeHeadlamp_right_high_beam_segment_control_test_0x81AE|Dt_RECORD_IO_Headlamp_right_high_beam_segment_control_test_0x81AE_Call
Rte_Receive_CtApLight_PpDiagLightRead_DeHeadlamp_right_low_beam_segment_control_test_0x81B0|Dt_RECORD_IO_Headlamp_right_low_beam_segment_control_test_0x81B0_Call
Rte_Receive_CtApLight_PpDiagLightRead_DeLight_distribution_value_0x81E8|Dt_RECORD_IO_Light_distribution_value_0x81E8_Call
Rte_Receive_CtApLight_PpDiagLightRead_DeMain_beam_activation_0x02D0|Dt_RECORD_IO_Main_beam_activation_0x02D0_Call
Rte_Receive_CtApLight_PpDiagLightRead_DeOffset_calculation_matrix_headlamp_0x0264|Dt_RECORD_Routine_Offset_calculation_matrix_headlamp_0x0264_Call
Rte_Receive_CtApLight_PpDiagLightRead_DeReference_segment_control_matrix_headlamp_0x0380|Dt_RECORD_IO_Reference_segment_control_matrix_headlamp_0x0380_Call
Rte_Receive_CtApLight_PpDiagLightRead_DeWarning_lamp_for_adaptive_light_test_0x81B1|Dt_RECORD_IO_Warning_lamp_for_adaptive_light_test_0x81B1_Call
Rte_Receive_CtApLight_PpDM_DeDM|Dt_RECORD_DM
Rte_Receive_CtApLight_PpEML_DeEML|Dt_RECORD_EML
Rte_Receive_CtApLight_PpWlaRGLight_DeWlaObjects|Dt_RECORD_WLA_RG
Rte_IRead_RAFS_Main_PpACF2ACFOBS_DeACF_LFV_NL|void
Rte_IStatus_RAFS_Main_PpACF2ACFOBS_DeACF_LFV_NL|void
Rte_IRead_RAFS_Main_PpACF2ACFOBS_DeBP|void
Rte_IStatus_RAFS_Main_PpACF2ACFOBS_DeBP|void
Rte_IRead_RAFS_Main_PpAFSLightIn_DeAFSLightIn|void
Rte_IStatus_RAFS_Main_PpAFSLightIn_DeAFSLightIn|void
Rte_IRead_RAFS_Main_PpCalibFailMV_DeCalibrationMV|void
Rte_IStatus_RAFS_Main_PpCalibFailMV_DeCalibrationMV|void
Rte_IRead_RAFS_Main_PpCalibFailMV_DeFailsafeMV|void
Rte_IStatus_RAFS_Main_PpCalibFailMV_DeFailsafeMV|void
Rte_IRead_RAFS_Main_PpCalibFailMV_DeMXBCalibrationStatusMV|void
Rte_IStatus_RAFS_Main_PpCalibFailMV_DeMXBCalibrationStatusMV|void
Rte_Read_CtApLight_PpDiagCoding_DeCoding|Dt_RECORD_Diag_Coding
Rte_IsUpdated_CtApLight_PpDiagCoding_DeCoding|void
Rte_Read_CtApLight_PpDiagCoding_DePermitCodingPersistence|Dt_ENUM_PermitCodingPersistence
Rte_IsUpdated_CtApLight_PpDiagCoding_DePermitCodingPersistence|void
Rte_Read_CtApLight_PpDiagGlobalRead_DeDeactivate_hardware_in_the_loop_mode_0x0BEA|Dt_RECORD_Anpassung_Deactivate_hardware_in_the_loop_mode_0x0BEA
Rte_IsUpdated_CtApLight_PpDiagGlobalRead_DeDeactivate_hardware_in_the_loop_mode_0x0BEA|void
Rte_Read_CtApLight_PpDiagGlobalRead_DePlatform_zFAS_hil_mode_0x0500|Dt_RECORD_Anpassung_Platform_zFAS_hil_mode_0x0500
Rte_IsUpdated_CtApLight_PpDiagGlobalRead_DePlatform_zFAS_hil_mode_0x0500|void
Rte_Read_CtApLight_PpDiagGlobalRead_DeRoller_Test_Stand_Mode_0x04FB|Dt_RECORD_Anpassung_Roller_Test_Stand_Mode_0x04FB
Rte_IsUpdated_CtApLight_PpDiagGlobalRead_DeRoller_Test_Stand_Mode_0x04FB|void
Rte_Read_CtApLight_PpDiagLightRead_DeAutomatic_highbeam_during_standstill_0x0BE7|Dt_RECORD_Anpassung_Automatic_highbeam_during_standstill_0x0BE7
Rte_IsUpdated_CtApLight_PpDiagLightRead_DeAutomatic_highbeam_during_standstill_0x0BE7|void
Rte_Read_CtApLight_PpDiagLightRead_DeCurvelight_during_standstill_0x0BDF|Dt_RECORD_Anpassung_Curvelight_during_standstill_0x0BDF
Rte_IsUpdated_CtApLight_PpDiagLightRead_DeCurvelight_during_standstill_0x0BDF|void
Rte_Read_CtApLight_PpDiagLightRead_DeHeadlamp_adjustment_left_0x0A7E|Dt_RECORD_Anpassung_Headlamp_adjustment_left_0x0A7E
Rte_IsUpdated_CtApLight_PpDiagLightRead_DeHeadlamp_adjustment_left_0x0A7E|void
Rte_Read_CtApLight_PpDiagLightRead_DeHeadlamp_adjustment_right_0x0A48|Dt_RECORD_Anpassung_Headlamp_adjustment_right_0x0A48
Rte_IsUpdated_CtApLight_PpDiagLightRead_DeHeadlamp_adjustment_right_0x0A48|void
Rte_Read_CtApLight_PpDiagLightRead_DeHeadlamp_left_high_beam_segment_control_0x0B7C|Dt_RECORD_Anpassung_Headlamp_left_high_beam_segment_control_0x0B7C
